age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
77.0,male,1024.0,2196,160,291,35,5
88.0,male,3547.0,1960,77,179,77,6
46.0,male,3039.0,2218,55,318,80,3
41.0,female,4820.0,2164,62,348,29,4
23.0,female,3025.0,2191,44,382,27,3
37.0,male,1037.0,1935,30,406,27,7
69.0,female,8926.0,2592,118,317,123,10
89.0,male,5633.0,2268,220,204,39,4
34.0,female,5617.0,2627,210,406,20,3
21.0,male,4824.0,1756,59,332,20,4
71.0,male,4810.0,2135,147,378,20,4
55.0,male,6534.0,1785,98,299,34,2
23.0,male,5015.0,2512,220,270,20,6
31.0,female,2016.0,2118,30,308,66,1
44.0,male,1033.0,2401,30,334,92,1
29.0,male,6225.0,1683,30,370,20,3
72.0,female,6512.0,1642,48,105,68,3
19.0,female,3041.0,2055,76,410,20,2
41.0,male,6214.0,2046,188,280,28,1
85.0,female,5645.0,1444,41,292,22,4
41.0,female,1823.0,1791,96,215,36,8
24.0,female,6224.0,1664,192,122,43,6
32.0,female,9712.0,2227,58,342,93,1
37.0,male,9735.0,2070,57,181,131,0
37.0,male,1037.0,2503,104,410,47,3
44.0,female,3508.0,2333,47,438,47,3
64.0,male,5044.0,2195,114,387,23,3
72.0,male,4825.0,2061,177,234,47,1
37.0,female,3535.0,1973,30,356,83,3
59.0,male,2545.0,2481,30,80,180,2
21.0,male,5632.0,2512,152,380,20,3
23.0,male,5646.0,2286,136,431,26,2
72.0,male,1023.0,2386,210,217,55,5
86.0,female,1035.0,1881,130,277,30,7
41.0,male,4825.0,2060,220,142,20,6
60.0,male,5634.0,2403,143,341,52,3
79.0,female,6513.0,1466,35,202,36,5
55.0,female,3553.0,1964,77,297,66,4
20.0,female,6216.0,1792,161,236,20,6
78.0,female,9712.0,1890,61,370,43,3
25.0,male,5636.0,2464,220,82,134,5
49.0,male,8922.0,3118,220,277,38,3
39.0,male,1025.0,2231,91,449,21,6
37.0,other,5635.0,2093,220,160,51,2
47.0,male,6224.0,1997,35,260,107,5
65.0,female,8912.0,1671,30,180,78,2
83.0,male,1033.0,2180,125,352,39,4
82.0,female,3036.0,2196,140,312,27,4
33.0,female,5022.0,2197,220,253,29,6
45.0,other,4822.0,1995,94,123,115,0
30.0,male,6225.0,1683,65,208,69,1
30.0,male,1823.0,1892,146,299,22,3
68.0,female,9722.0,1757,220,80,55,3
34.0,male,3041.0,2148,92,372,20,3
82.0,female,8927.0,2296,210,309,20,7
34.0,female,5618.0,1743,30,359,34,3
37.0,male,8914.0,2153,30,470,28,2
38.0,female,5644.0,1654,192,105,76,0
72.0,male,5622.0,1917,47,203,91,2
85.0,female,1821.0,1408,79,301,20,6
54.0,male,3034.0,2020,78,384,40,5
50.0,male,4822.0,1989,116,273,49,1
29.0,female,2550.0,2352,58,289,93,3
40.0,male,4812.0,2658,220,324,22,2
59.0,female,9712.0,2279,30,512,26,0
54.0,female,5616.0,1951,127,248,46,2
44.0,female,5014.0,2451,30,458,20,3
64.0,female,4824.0,1624,30,250,90,2
23.0,male,8912.0,2260,220,82,62,3
54.0,female,3531.0,2192,94,385,40,4
53.0,female,2545.0,1982,105,270,51,5
34.0,female,1813.0,2230,139,347,20,5
57.0,male,1032.0,2390,220,235,20,2
73.0,female,3037.0,2203,35,336,58,2
64.0,male,1021.0,2235,171,258,87,5
19.0,male,6221.0,2489,55,444,25,2
69.0,female,4817.0,1928,82,315,49,3
79.0,male,3020.0,2166,148,260,54,4
58.0,male,1022.0,1989,30,252,100,4
40.0,female,5629.0,2402,120,306,64,3
66.0,female,9729.0,1903,122,258,54,3
75.0,female,1047.0,1951,47,317,50,1
15.0,female,3023.0,2542,151,383,20,1
57.0,female,1812.0,1919,140,196,64,4
46.0,male,3515.0,2252,88,440,20,1
31.0,female,1039.0,2412,186,212,63,1
62.0,female,6216.0,1790,220,179,20,5
19.0,male,3514.0,2453,213,323,39,1
30.0,female,3518.0,2250,214,309,20,2
31.0,male,1045.0,2152,87,321,67,4
23.0,male,3544.0,2427,107,414,20,0
42.0,male,3042.0,1999,201,265,35,4
86.0,other,3512.0,1818,45,300,39,3
64.0,other,1035.0,2158,117,361,24,4
85.0,female,4823.0,1610,137,95,76,1
63.0,male,5045.0,2218,132,304,38,4
42.0,male,3515.0,2179,90,192,110,2
78.0,female,8915.0,1859,37,386,20,5
43.0,female,9734.0,2005,201,195,38,3
23.0,male,2545.0,2488,199,116,120,1
80.0,female,1825.0,1200,30,149,72,5
55.0,female,2518.0,2120,204,364,20,2
49.0,female,3535.0,1937,105,260,46,5
22.0,male,3045.0,2355,117,395,52,6
65.0,male,2014.0,2048,85,334,40,4
75.0,female,4817.0,2072,32,274,83,4
70.0,female,1825.0,1743,69,246,67,1
55.0,female,3513.0,2281,30,303,84,1
85.0,female,1031.0,1789,30,314,56,1
23.0,male,9722.0,2255,148,226,77,4
66.0,male,1825.0,2233,158,256,68,2
22.0,female,4819.0,2564,198,343,56,3
63.0,male,3533.0,2315,197,228,45,5
60.0,male,9727.0,2342,220,261,20,4
55.0,female,3026.0,1440,51,154,48,1
43.0,male,6211.0,1939,203,230,29,1
23.0,female,2016.0,1994,139,224,52,0
37.0,male,3023.0,2095,146,248,80,4
79.0,male,9723.0,2082,149,193,80,1
25.0,other,3041.0,1713,135,130,53,3
50.0,male,3515.0,1976,53,242,114,4
32.0,male,4825.0,2541,89,402,28,4
44.0,female,5011.0,1991,33,247,107,4
57.0,female,3035.0,2309,129,447,25,3
74.0,other,1036.0,2255,207,247,60,5
35.0,male,3536.0,2760,159,272,78,6
27.0,male,4816.0,2760,220,358,20,5
85.0,female,1024.0,1959,42,392,20,5
56.0,male,3033.0,2454,132,500,20,3
85.0,female,1034.0,1881,185,226,30,6
66.0,male,9721.0,2095,202,171,77,2
25.0,male,2547.0,2619,149,303,67,2
69.0,male,4825.0,2319,187,331,22,1
38.0,female,3544.0,1799,126,270,42,2
64.0,female,1027.0,1357,77,268,20,1
86.0,other,9738.0,1540,45,145,62,4
66.0,female,3034.0,2279,129,336,52,5
28.0,female,5619.0,2097,135,328,28,2
49.0,male,1044.0,2437,71,392,54,2
73.0,male,1018.0,2165,124,378,30,5
23.0,female,5646.0,2386,30,560,36,2
24.0,male,6221.0,2080,75,351,40,2
80.0,male,8921.0,1991,181,234,38,1
25.0,male,1045.0,2423,66,203,144,3
72.0,male,1030.0,1634,39,250,71,4
20.0,male,5632.0,1903,109,348,26,1
51.0,female,2013.0,2192,107,365,29,4
85.0,other,6224.0,2371,202,193,99,4
46.0,female,5028.0,1932,30,414,20,3
50.0,male,5026.0,1668,44,321,36,9
71.0,male,2019.0,2042,139,224,63,5
69.0,female,5626.0,2135,220,161,40,5
40.0,male,1047.0,2231,149,377,32,4
86.0,female,5035.0,2035,52,317,56,1
14.0,female,3028.0,1701,51,296,36,8
51.0,male,1032.0,1794,80,267,50,2
56.0,female,1814.0,1619,53,304,20,2
86.0,female,3516.0,1704,70,237,52,1
81.0,male,1031.0,1910,72,87,109,2
50.0,male,1050.0,2437,220,86,69,2
58.0,female,2519.0,2120,220,214,20,2
51.0,male,3024.0,2282,54,194,151,7
66.0,male,3515.0,2451,30,521,28,2
81.0,female,1825.0,1543,75,213,20,4
24.0,female,1037.0,2108,220,158,71,5
88.0,male,4811.0,2210,55,502,47,1
22.0,male,3035.0,2227,69,325,105,3
42.0,other,6514.0,2083,32,373,37,3
81.0,other,5646.0,1950,220,226,20,1
88.0,female,3546.0,1891,36,215,122,3
25.0,female,8912.0,2520,117,501,54,2
72.0,female,9713.0,2195,149,353,29,5
53.0,female,2015.0,2172,104,318,60,2
65.0,male,3511.0,2569,104,330,110,1
79.0,male,5615.0,2511,219,192,53,5
75.0,male,5619.0,2392,150,392,20,4
27.0,female,5616.0,2028,134,333,20,4
89.0,male,1824.0,2246,220,207,49,5
48.0,female,2545.0,2172,39,204,109,4
63.0,female,1035.0,2324,85,379,41,3
67.0,female,5022.0,2391,30,511,20,6
29.0,female,9713.0,1937,58,263,86,0
20.0,male,5044.0,2511,220,290,42,6
32.0,female,8914.0,2105,212,238,20,5
60.0,female,4809.0,2178,151,317,20,9
56.0,female,5632.0,2129,129,381,43,4
20.0,female,5615.0,2564,220,185,52,4
19.0,female,1038.0,2108,190,213,31,2
61.0,female,6535.0,1812,78,231,57,0
86.0,female,9729.0,1723,178,179,47,0
19.0,male,3026.0,2246,218,303,20,7
28.0,male,5027.0,2368,175,376,20,3
57.0,male,5016.0,1964,30,414,22,5
47.0,male,3548.0,2119,50,401,20,4
49.0,female,6516.0,1818,78,356,20,3
80.0,female,2546.0,2297,139,273,71,3
40.0,female,3514.0,1785,203,195,20,3
62.0,male,1827.0,2165,220,207,52,0
58.0,male,3544.0,2241,220,176,73,4
73.0,male,9722.0,1976,30,332,62,4
69.0,male,3026.0,2039,98,392,20,5
33.0,female,1045.0,2006,30,360,20,1
74.0,male,9722.0,2042,37,153,149,3
75.0,female,3512.0,2385,68,400,52,3
50.0,male,3550.0,2351,124,379,28,3
91.0,female,2544.0,2127,126,322,37,6
27.0,female,1826.0,1926,127,358,20,3
86.0,other,5025.0,1868,40,373,36,3
82.0,female,5644.0,2009,79,229,98,0
58.0,male,4821.0,2132,57,408,32,1
20.0,female,5636.0,1694,59,254,77,5
80.0,male,1025.0,2196,144,291,51,6
63.0,male,3535.0,2793,116,177,116,3
20.0,male,3027.0,2298,62,460,21,2
34.0,female,6218.0,2675,159,492,59,4
67.0,female,3512.0,2026,64,325,58,3
47.0,male,5623.0,2423,126,310,61,8
59.0,male,9722.0,2138,69,322,68,0
18.0,female,9709.0,2058,76,408,20,0
34.0,female,3512.0,2412,139,239,102,4
30.0,female,5647.0,1788,220,138,40,1
38.0,female,3512.0,2208,72,371,60,2
28.0,female,5033.0,1866,152,176,52,6
32.0,female,1036.0,2593,207,268,119,2
31.0,female,3024.0,2372,186,389,22,0
44.0,other,3026.0,2597,212,427,20,3
84.0,male,5642.0,2139,77,465,54,7
90.0,male,5613.0,2125,157,335,20,3
74.0,male,5046.0,2205,140,304,53,3
73.0,male,1824.0,2252,102,460,20,2
62.0,female,1826.0,1958,74,281,54,3
24.0,male,3025.0,2404,151,160,113,4
35.0,male,1036.0,2220,48,207,125,4
66.0,female,9733.0,1200,70,139,55,3
56.0,female,8920.0,2208,30,227,125,1
53.0,male,5044.0,2343,147,398,24,3
30.0,male,6212.0,2518,64,421,84,2
63.0,female,6533.0,1685,131,242,35,3
53.0,female,1032.0,1736,46,370,20,1
41.0,male,9711.0,1922,138,261,40,1
24.0,female,4811.0,2542,220,213,20,1
85.0,male,1027.0,1794,80,246,63,7
65.0,male,9727.0,2450,115,237,136,2
61.0,female,1813.0,1658,77,294,25,1
61.0,male,9735.0,2135,103,270,68,1
58.0,other,6213.0,2215,140,338,44,7
91.0,male,5632.0,2484,135,330,47,9
53.0,female,1034.0,2208,137,336,44,8
49.0,other,8910.0,2053,146,263,47,3
70.0,female,5636.0,2016,85,260,49,2
76.0,male,3548.0,2186,192,229,62,1
82.0,male,3035.0,2269,220,126,134,4
70.0,female,1036.0,1882,44,325,71,3
38.0,female,4825.0,2212,47,462,38,3
54.0,female,3549.0,2384,30,401,20,9
23.0,male,5014.0,2512,220,279,20,8
75.0,other,3036.0,1660,30,323,36,5
71.0,male,1045.0,2150,34,316,84,5
32.0,other,5636.0,1600,65,248,66,4
74.0,female,3034.0,2548,192,257,94,2
88.0,other,2550.0,2337,177,228,92,3
44.0,male,6212.0,2216,35,255,106,3
29.0,female,5025.0,1907,82,392,20,3
75.0,male,3538.0,1723,51,245,68,4
51.0,male,5043.0,2402,135,390,20,1
25.0,male,3509.0,2315,90,349,57,0
28.0,female,4823.0,1715,38,270,39,2
85.0,male,3513.0,2524,61,375,76,2
43.0,male,1028.0,2216,70,236,85,6
49.0,female,1031.0,1923,30,409,20,3
72.0,female,1028.0,1504,72,206,52,0
30.0,male,5026.0,2298,38,560,33,4
86.0,male,5644.0,1747,34,169,98,3
47.0,male,5612.0,2322,207,325,29,4
45.0,male,3515.0,2126,67,394,20,2
27.0,female,3549.0,1728,178,122,26,3
24.0,male,5647.0,2077,30,441,65,3
25.0,male,8909.0,1925,196,221,27,3
27.0,female,2014.0,2057,152,170,60,2
71.0,female,5621.0,1797,56,320,52,6
24.0,male,5647.0,2200,132,357,39,3
83.0,other,2543.0,2261,117,233,77,5
61.0,male,4816.0,2472,150,437,25,4
45.0,female,6535.0,1601,139,279,32,4
69.0,female,1034.0,2033,31,401,39,3
47.0,other,6211.0,2853,220,241,21,4
28.0,female,4813.0,2643,53,542,38,4
25.0,male,3026.0,1945,54,387,20,4
61.0,female,1022.0,2324,34,480,33,8
45.0,female,3027.0,1791,80,416,20,5
60.0,female,3542.0,1637,192,80,46,4
26.0,male,5012.0,2282,220,142,31,6
19.0,male,2544.0,2527,66,345,81,1
39.0,female,3511.0,2208,125,335,33,2
59.0,male,3517.0,1829,66,231,69,4
18.0,female,2545.0,2038,89,349,29,5
62.0,male,3531.0,2160,220,279,49,5
67.0,male,9711.0,2061,156,284,62,3
20.0,female,3039.0,2031,53,349,43,4
39.0,male,4817.0,2755,220,428,20,1
72.0,female,1027.0,1874,37,388,83,3
26.0,female,5615.0,1910,201,155,52,3
31.0,female,5635.0,2285,193,273,73,3
24.0,male,8925.0,2398,89,304,89,0
85.0,female,3507.0,1626,96,171,69,6
59.0,female,3514.0,2047,58,348,32,4
74.0,female,9732.0,1874,99,240,92,5
72.0,male,6220.0,2403,59,204,149,4
33.0,female,3037.0,2281,112,385,52,3
24.0,male,1033.0,2112,146,357,35,2
42.0,male,5646.0,2790,220,286,73,4
82.0,male,3024.0,2108,79,219,126,4
23.0,male,9725.0,2702,219,375,20,1
70.0,male,4810.0,2195,116,317,50,5
31.0,female,4815.0,2401,220,193,21,7
34.0,male,8921.0,2398,154,141,140,1
56.0,female,2518.0,1912,154,310,20,10
51.0,male,6221.0,2323,132,381,59,1
78.0,male,6536.0,1565,146,185,20,1
68.0,male,6515.0,2079,55,418,23,3
79.0,female,6534.0,1404,30,234,53,4
52.0,male,3023.0,2282,38,378,37,2
77.0,female,4822.0,1929,47,302,57,2
50.0,female,1034.0,1736,90,291,20,3
71.0,female,5632.0,2155,149,361,20,5
20.0,male,5614.0,2401,220,317,24,5
60.0,female,4826.0,1802,192,172,20,4
79.0,female,6514.0,1499,69,314,20,4
72.0,female,3037.0,2339,129,282,61,5
40.0,male,5013.0,2256,77,442,21,1
83.0,female,9730.0,1349,75,215,33,4
58.0,female,3037.0,1972,30,402,21,5
26.0,female,3511.0,1948,220,182,77,3
21.0,male,3040.0,2109,108,280,51,1
63.0,male,5013.0,1924,184,228,64,2
47.0,male,9727.0,2686,220,327,20,2
88.0,male,9712.0,2551,158,393,27,1
69.0,male,9735.0,2409,115,198,142,3
89.0,male,8927.0,1992,146,274,28,5
32.0,male,5024.0,2139,112,443,20,9
76.0,male,5646.0,2381,220,286,75,5
23.0,female,3036.0,2031,43,332,97,2
61.0,male,2545.0,2201,75,379,56,6
89.0,male,6206.0,2221,130,442,20,6
64.0,male,3042.0,2020,211,140,21,1
30.0,female,1031.0,2026,55,272,83,4
66.0,male,9733.0,1555,188,195,20,10
32.0,male,3516.0,2066,82,260,77,0
19.0,female,3023.0,2398,124,152,180,2
84.0,female,3021.0,2055,148,142,104,6
89.0,male,8927.0,2009,220,148,20,1
33.0,female,4817.0,2369,199,360,20,2
87.0,female,5634.0,1949,30,267,95,6
61.0,female,5023.0,2047,158,324,20,3
36.0,male,1029.0,2069,57,247,107,2
77.0,male,1043.0,2150,33,415,20,5
34.0,female,5621.0,2514,69,269,158,3
53.0,male,9728.0,1852,76,286,30,1
45.0,female,1824.0,1722,30,335,20,3
26.0,other,5645.0,2324,220,220,45,1
83.0,female,4813.0,1989,147,209,55,2
39.0,female,5045.0,2237,146,362,48,3
36.0,female,3515.0,2311,218,82,43,4
38.0,other,6513.0,1668,220,105,31,3
36.0,male,1035.0,2222,137,374,27,1
30.0,male,4807.0,2347,136,362,40,4
24.0,female,4816.0,2231,149,353,35,0
41.0,male,3041.0,2177,220,171,31,3
33.0,female,9733.0,2230,124,127,130,0
48.0,male,5634.0,1899,112,298,28,3
25.0,male,4825.0,2387,156,142,99,3
22.0,female,3545.0,1798,112,230,60,2
80.0,male,3514.0,1791,195,179,27,6
59.0,male,1032.0,2190,46,486,39,3
21.0,female,8930.0,2607,111,383,60,2
31.0,male,9735.0,1696,183,180,20,3
86.0,male,1032.0,2247,105,414,27,7
68.0,male,8914.0,2146,96,310,64,2
48.0,male,4822.0,2087,119,294,59,2
74.0,female,5015.0,2117,220,197,20,3
60.0,female,1027.0,1789,34,314,48,4
59.0,female,5616.0,2011,96,345,48,4
38.0,other,1031.0,2154,72,318,84,6
51.0,male,1023.0,2212,207,321,20,6
63.0,female,3522.0,1654,78,267,50,3
28.0,female,4826.0,2212,104,310,74,0
72.0,male,5612.0,2623,164,457,34,3
27.0,male,1813.0,2281,30,477,54,4
34.0,male,5014.0,2326,167,424,20,6
22.0,male,9712.0,2720,129,331,79,2
68.0,male,5022.0,2406,53,511,20,2
77.0,female,5617.0,2382,95,334,67,6
52.0,male,3511.0,2384,30,281,89,2
83.0,female,6207.0,1786,61,277,22,6
49.0,female,4818.0,1804,63,218,52,1
42.0,male,3511.0,1942,134,214,53,3
43.0,male,1034.0,2081,220,221,44,1
85.0,female,8918.0,1540,30,225,39,4
73.0,female,6224.0,1754,105,228,57,3
32.0,female,9721.0,1770,156,142,88,3
60.0,male,4813.0,2454,30,491,20,5
86.0,female,5009.0,1592,81,301,25,2
61.0,female,1825.0,1725,214,230,20,6
19.0,male,9732.0,2117,179,182,20,0
38.0,male,1031.0,2173,30,456,30,4
87.0,female,4826.0,2035,200,234,20,4
50.0,male,3515.0,2562,220,221,31,2
30.0,female,3545.0,1913,120,333,49,3
24.0,male,4815.0,2900,206,438,20,3
79.0,female,3543.0,1644,30,310,42,4
77.0,male,3512.0,1726,65,224,46,3
42.0,male,9714.0,2252,52,357,53,0
56.0,female,5610.0,2144,159,378,20,2
29.0,female,8921.0,2523,79,345,93,1
20.0,male,3027.0,2246,220,133,20,5
20.0,male,6224.0,2080,51,404,43,5
58.0,male,5025.0,2003,218,216,20,2
72.0,male,4816.0,2154,65,441,20,10
54.0,male,8921.0,3118,159,486,54,3
33.0,female,5012.0,1840,66,263,33,3
60.0,other,4822.0,2132,30,359,47,2
44.0,male,6210.0,2286,33,316,142,2
32.0,female,2544.0,2162,53,296,71,5
58.0,female,4821.0,2066,79,295,36,3
63.0,female,3516.0,1811,134,343,28,3
47.0,male,1033.0,2190,46,402,49,3
51.0,female,1033.0,1988,132,271,34,0
57.0,male,3515.0,2411,74,262,143,5
22.0,male,6226.0,1770,131,228,42,1
86.0,male,4816.0,2125,50,350,46,0
72.0,male,8926.0,2480,212,213,97,4
75.0,other,3035.0,1660,62,290,23,2
19.0,male,1812.0,2630,91,412,39,6
31.0,female,5613.0,2040,159,176,54,2
51.0,other,6210.0,1992,79,190,106,3
84.0,male,4822.0,2524,111,470,21,5
39.0,male,3511.0,2384,58,186,180,2
70.0,male,6218.0,2793,57,575,20,4
80.0,female,4818.0,2023,50,286,77,1
59.0,male,2547.0,2336,88,237,141,7
77.0,female,8919.0,1880,155,158,90,3
81.0,male,1828.0,1962,104,209,79,4
25.0,female,9710.0,2515,74,242,138,3
65.0,male,3515.0,2321,103,375,28,1
69.0,male,4817.0,2613,220,178,20,0
43.0,female,3509.0,1755,35,270,52,4
33.0,male,1038.0,2222,126,282,72,2
87.0,other,9734.0,1859,103,273,49,3
62.0,female,1824.0,1811,76,264,52,0
52.0,male,3040.0,2137,110,398,20,5
58.0,female,5014.0,2186,47,410,20,6
23.0,male,4821.0,2769,220,138,56,2
24.0,male,1032.0,1411,102,218,32,4
71.0,female,1813.0,1921,127,277,50,3
62.0,male,6514.0,1639,99,105,47,3
79.0,female,5013.0,2352,61,488,20,1
22.0,female,2015.0,2302,30,452,25,7
57.0,female,5621.0,1956,220,221,29,5
32.0,female,3531.0,2322,106,183,138,3
76.0,female,5027.0,1384,82,301,20,3
22.0,male,8914.0,2272,220,196,74,3
32.0,female,6222.0,2309,220,242,20,2
73.0,female,5621.0,1525,76,203,20,1
63.0,male,5034.0,2218,104,259,72,0
71.0,male,6513.0,1681,182,80,72,3
51.0,female,1045.0,1962,55,379,20,3
17.0,male,1031.0,1938,30,356,102,2
54.0,male,5043.0,2343,185,297,28,1
44.0,other,4822.0,1683,141,104,88,0
50.0,female,8922.0,2208,32,227,126,3
39.0,male,6224.0,1994,87,378,20,3
48.0,other,4822.0,2002,88,123,102,0
77.0,male,5644.0,2258,220,237,69,1
39.0,male,2013.0,2201,85,318,48,4
88.0,male,3025.0,2089,131,323,41,4
55.0,male,8920.0,2602,30,372,96,4
21.0,male,6514.0,2539,48,437,115,4
78.0,female,9712.0,1948,90,155,115,3
87.0,female,5645.0,1793,145,299,20,4
75.0,male,3548.0,2272,217,237,49,3
19.0,female,4810.0,2611,220,213,22,5
75.0,female,4814.0,2169,66,350,58,1
44.0,female,5011.0,1974,30,317,52,3
31.0,male,5026.0,2304,70,492,51,4
36.0,female,1030.0,2028,30,227,108,2
78.0,female,6536.0,1650,44,359,20,4
40.0,female,3027.0,1683,129,271,32,2
80.0,male,4819.0,2050,62,324,71,3
15.0,male,5032.0,2623,151,303,89,2
62.0,male,5010.0,2282,30,388,43,3
31.0,male,4815.0,2384,220,288,60,4
73.0,male,5611.0,2415,53,430,24,3
59.0,female,3516.0,2300,220,242,21,4
50.0,female,6220.0,2309,169,282,28,6
37.0,female,1031.0,2180,57,207,123,3
21.0,male,1028.0,1894,30,338,45,2
56.0,female,5645.0,1877,149,217,63,3
17.0,male,9735.0,2552,56,296,128,2
25.0,female,4825.0,1813,74,357,62,0
56.0,male,5612.0,2527,220,388,36,6
55.0,female,9729.0,1853,204,128,45,6
37.0,male,5632.0,2417,220,187,51,2
41.0,female,5013.0,1755,167,243,20,4
25.0,female,6219.0,1856,114,252,57,4
52.0,female,1812.0,2221,173,379,20,2
31.0,female,2545.0,2266,83,163,125,6
53.0,female,3036.0,2222,173,364,20,2
90.0,male,5612.0,1898,138,185,53,2
18.0,male,4816.0,2647,220,227,28,2
38.0,female,4825.0,2112,220,207,23,2
66.0,male,6535.0,2094,85,374,20,3
59.0,male,5633.0,2159,194,352,20,3
77.0,female,6217.0,2024,85,353,23,8
21.0,male,9721.0,2200,160,243,79,3
17.0,other,6221.0,2586,105,492,33,4
73.0,female,1029.0,2234,72,365,30,3
37.0,male,6220.0,2097,120,372,41,2
82.0,male,5647.0,2353,220,263,55,5
55.0,male,3028.0,2003,99,234,77,7
75.0,male,9723.0,2223,184,181,68,3
48.0,female,6212.0,2185,30,324,91,0
73.0,female,3022.0,1940,30,402,20,7
28.0,female,1827.0,2043,220,269,20,3
38.0,male,2516.0,2577,43,406,28,3
88.0,female,1034.0,2137,69,335,33,3
52.0,female,2546.0,2172,105,342,81,7
58.0,male,3543.0,2178,220,247,31,4
30.0,female,1035.0,2436,84,438,51,2
39.0,male,5634.0,2153,199,331,20,0
48.0,female,5633.0,2402,31,401,38,2
42.0,female,1023.0,2057,83,396,20,6
54.0,female,4825.0,2417,84,410,42,1
42.0,other,6226.0,2003,169,265,44,5
84.0,male,9728.0,1878,99,279,35,0
81.0,male,3517.0,1910,56,229,111,5
63.0,female,5642.0,2055,85,394,26,5
30.0,male,2014.0,2439,218,304,20,2
30.0,male,1822.0,1920,131,332,20,5
15.0,female,5644.0,2234,69,440,66,1
31.0,male,6216.0,2312,220,253,61,3
37.0,other,9730.0,1765,30,257,67,0
32.0,male,4817.0,2384,220,317,20,2
75.0,male,1028.0,1903,78,180,110,0
49.0,male,9735.0,2013,32,193,146,4
48.0,male,4822.0,1947,220,127,92,0
79.0,female,5010.0,2055,30,412,28,7
79.0,female,5643.0,1800,117,297,29,7
70.0,female,4816.0,2151,149,363,60,7
44.0,male,1029.0,2116,72,239,100,4
72.0,male,2546.0,2340,220,92,103,4
72.0,female,5621.0,1849,65,176,75,2
49.0,female,6220.0,2451,58,475,29,3
82.0,male,5622.0,1524,79,128,76,0
80.0,male,9716.0,2400,150,281,71,3
24.0,male,5012.0,2489,152,436,20,2
55.0,male,5014.0,2084,102,404,20,8
50.0,female,6217.0,1935,203,236,20,5
60.0,female,5014.0,2186,88,406,20,1
73.0,male,1033.0,2042,114,259,71,6
76.0,male,5023.0,2353,173,424,20,2
76.0,female,4818.0,1895,118,246,79,5
24.0,male,6210.0,3045,46,442,76,4
61.0,male,5631.0,2296,109,249,113,3
53.0,male,1826.0,2102,220,216,20,0
71.0,male,9711.0,2276,30,325,81,3
85.0,male,5646.0,1953,191,200,32,2
87.0,female,5646.0,1776,59,314,34,5
86.0,male,9714.0,2551,205,314,38,4
72.0,male,4817.0,1946,220,258,53,6
56.0,female,1812.0,1958,138,194,70,4
55.0,male,6223.0,2307,116,435,44,3
72.0,male,9723.0,2200,149,80,105,3
31.0,female,3516.0,2048,48,300,85,4
89.0,male,1024.0,2000,220,196,20,2
62.0,female,4825.0,2034,64,263,85,1
40.0,male,3024.0,2418,141,218,63,1
65.0,female,2550.0,2319,126,307,59,3
52.0,female,9734.0,1944,30,194,124,1
72.0,male,5615.0,1915,54,245,87,1
81.0,male,4824.0,2423,150,232,102,6
63.0,male,5046.0,2282,220,291,30,3
21.0,female,3517.0,1694,74,237,49,1
41.0,female,1814.0,2388,99,391,35,3
87.0,female,3028.0,1524,188,203,28,2
50.0,female,3534.0,1723,37,245,91,5
88.0,male,9735.0,2210,64,310,93,3
60.0,female,1820.0,1685,100,319,22,5
24.0,female,1035.0,2171,48,462,36,0
30.0,female,6531.0,1642,99,247,57,7
29.0,male,5020.0,2139,93,438,20,6
73.0,other,9714.0,2391,30,352,56,0
69.0,male,5620.0,2407,220,270,20,3
75.0,male,5045.0,2002,164,234,42,3
64.0,female,1022.0,1818,146,196,31,6
77.0,male,9711.0,2400,207,142,123,9
43.0,male,1038.0,2448,157,303,71,5
60.0,female,1818.0,1725,215,203,20,4
69.0,male,8914.0,2324,81,402,56,3
89.0,male,1825.0,2246,158,282,49,3
86.0,female,3515.0,1868,40,317,44,6
69.0,male,3026.0,2039,99,392,20,7
30.0,female,4817.0,2401,160,306,59,2
89.0,male,1027.0,2000,114,210,68,1
47.0,female,2017.0,1982,85,334,47,3
89.0,female,5013.0,1806,81,228,57,6
39.0,female,6535.0,1634,121,251,20,2
34.0,male,9722.0,2367,41,327,106,1
19.0,female,4809.0,2310,220,280,75,4
66.0,male,9731.0,2094,60,480,20,2
31.0,female,6226.0,2314,89,503,20,1
36.0,female,4811.0,2643,206,367,50,0
27.0,female,5014.0,2199,96,385,20,6
18.0,male,2516.0,2630,100,342,75,6
25.0,male,4818.0,2297,30,322,96,1
83.0,female,5643.0,1426,48,178,62,1
55.0,male,1823.0,2157,181,389,20,3
57.0,female,5632.0,1823,30,295,36,0
35.0,male,8920.0,2381,154,141,177,2
67.0,female,3515.0,1905,30,261,78,1
50.0,male,5034.0,2334,77,352,60,2
87.0,male,9725.0,2346,30,331,107,4
89.0,female,5034.0,1550,62,270,46,1
26.0,male,4819.0,2364,192,212,62,2
59.0,female,9719.0,2037,159,129,130,3
72.0,other,3532.0,2204,137,291,70,3
71.0,other,5646.0,1949,57,329,28,5
75.0,female,5014.0,1971,216,275,20,6
56.0,female,5013.0,1931,30,296,62,1
48.0,male,6221.0,2415,154,437,59,2
25.0,male,9719.0,2176,160,226,79,3
52.0,female,5013.0,1855,95,279,52,1
29.0,female,1037.0,1939,114,295,22,4
57.0,female,9715.0,2011,118,279,45,5
73.0,female,2545.0,2024,37,242,103,1
